subject,start_sec,end_sec,duration_sec,label,label_name
35,1884,1950,66,1,Fatigue1
35,1950,2156,206,0,Wakefulness
35,2156,2198,42,1,Fatigue1
35,2198,2378,180,0,Wakefulness
35,2378,2490,112,1,Fatigue1
35,2490,2606,116,0,Wakefulness
35,2606,3414,808,1,Fatigue1
35,3414,3480,66,2,Fatigue2
35,3480,4285,805,1,Fatigue1
35,4285,4315,30,2,Fatigue2
35,4315,5142,827,1,Fatigue1
35,5142,5192,50,0,Wakefulness
35,5192,5634,442,1,Fatigue1
35,5634,5789,155,2,Fatigue2
35,5789,6716,927,1,Fatigue1
35,6716,6805,89,0,Wakefulness
35,6805,6990,185,1,Fatigue1
35,6990,7016,26,0,Wakefulness
35,7016,7376,360,1,Fatigue1
35,7376,7540,164,2,Fatigue2
35,7540,7561,21,3,Fatigue3
36,0,1980,1980,0,Wakefulness
36,1980,2435,455,1,Fatigue1
36,2435,2792,357,0,Wakefulness
36,2792,2859,67,1,Fatigue1
36,2859,3033,174,0,Wakefulness
36,3033,3079,46,1,Fatigue1
36,3079,3218,139,0,Wakefulness
36,3218,3243,25,1,Fatigue1
36,3243,3270,27,0,Wakefulness
36,3270,3328,58,1,Fatigue1
36,3328,3425,97,0,Wakefulness
36,3425,3452,27,1,Fatigue1
36,3452,3481,29,0,Wakefulness
36,3481,3571,90,1,Fatigue1
36,3571,3612,41,0,Wakefulness
36,3612,3663,51,1,Fatigue1
36,3663,3737,74,0,Wakefulness
36,3737,3875,138,1,Fatigue1
36,3875,4533,658,0,Wakefulness
36,4533,4626,93,1,Fatigue1
36,4626,4669,43,0,Wakefulness
36,4669,4696,27,1,Fatigue1
36,4696,4865,169,0,Wakefulness
36,4865,4956,91,1,Fatigue1
36,4956,5072,116,0,Wakefulness
36,5072,5097,25,1,Fatigue1
36,5097,5150,53,0,Wakefulness
36,5150,5250,100,1,Fatigue1
36,5250,5291,41,0,Wakefulness
36,5291,5372,81,1,Fatigue1
36,5372,6302,930,0,Wakefulness
36,6302,6334,32,1,Fatigue1
36,6334,7304,970,0,Wakefulness
36,7304,7350,46,1,Fatigue1
36,7350,7498,148,2,Fatigue2
37,0,2843,2843,0,Wakefulness
37,2843,3032,189,1,Fatigue1
37,3032,3083,51,0,Wakefulness
37,3083,3118,35,1,Fatigue1
37,3118,3351,233,0,Wakefulness
37,3351,3374,23,1,Fatigue1
37,3374,6052,2678,0,Wakefulness
37,6052,6205,153,1,Fatigue1
37,6205,7325,1120,0,Wakefulness
37,7325,7503,178,2,Fatigue2
38,0,7606,7606,0,Wakefulness
38,7606,7806,200,2,Fatigue2
39,0,5155,5155,0,Wakefulness
39,5155,5269,114,1,Fatigue1
39,5269,6656,1387,0,Wakefulness
39,6656,6719,63,1,Fatigue1
39,6719,7317,598,0,Wakefulness
39,7317,7530,213,2,Fatigue2
40,0,1077,1077,0,Wakefulness
40,1077,1238,161,1,Fatigue1
40,1238,1484,246,0,Wakefulness
40,1484,1568,84,1,Fatigue1
40,1568,1664,96,0,Wakefulness
40,1664,1696,32,1,Fatigue1
40,1696,2176,480,0,Wakefulness
40,2176,2227,51,1,Fatigue1
40,2227,2251,24,0,Wakefulness
40,2251,3495,1244,1,Fatigue1
40,3495,3528,33,2,Fatigue2
40,3528,4058,530,1,Fatigue1
40,4058,4197,139,0,Wakefulness
40,4197,4288,91,1,Fatigue1
40,4288,4396,108,0,Wakefulness
40,4396,4439,43,1,Fatigue1
40,4439,4496,57,0,Wakefulness
40,4496,4515,19,1,Fatigue1
40,4515,4634,119,0,Wakefulness
40,4634,4688,54,1,Fatigue1
40,4688,4755,67,0,Wakefulness
40,4755,4789,34,1,Fatigue1
40,4789,5054,265,0,Wakefulness
40,5054,5117,63,1,Fatigue1
40,5117,5148,31,2,Fatigue2
40,5148,5251,103,0,Wakefulness
40,5251,5294,43,1,Fatigue1
40,5294,5867,573,0,Wakefulness
40,5867,5895,28,1,Fatigue1
40,5895,5929,34,2,Fatigue2
40,5929,5991,62,1,Fatigue1
40,5991,6044,53,0,Wakefulness
40,6044,6142,98,2,Fatigue2
40,6142,6479,337,0,Wakefulness
40,6479,6540,61,1,Fatigue1
40,6540,6645,105,0,Wakefulness
40,6645,6681,36,1,Fatigue1
40,6681,6734,53,0,Wakefulness
40,6734,6767,33,1,Fatigue1
40,6767,6796,29,2,Fatigue2
40,6796,6887,91,1,Fatigue1
40,6887,7128,241,0,Wakefulness
40,7128,7210,82,1,Fatigue1
40,7210,7338,128,0,Wakefulness
40,7338,7367,29,1,Fatigue1
40,7367,7566,199,2,Fatigue2
41,0,2769,2769,0,Wakefulness
41,2769,2807,38,1,Fatigue1
41,2807,2957,150,0,Wakefulness
41,2957,3171,214,1,Fatigue1
41,3171,3326,155,0,Wakefulness
41,3326,3365,39,1,Fatigue1
41,3365,3385,20,0,Wakefulness
41,3385,3629,244,1,Fatigue1
41,3629,3843,214,0,Wakefulness
41,3843,4222,379,1,Fatigue1
41,4222,4300,78,0,Wakefulness
41,4300,4429,129,1,Fatigue1
41,4429,4630,201,0,Wakefulness
41,4630,4953,323,1,Fatigue1
41,4953,5048,95,0,Wakefulness
41,5048,5149,101,1,Fatigue1
41,5149,5244,95,0,Wakefulness
41,5244,5270,26,1,Fatigue1
41,5270,5516,246,0,Wakefulness
41,5516,5571,55,1,Fatigue1
41,5571,5686,115,0,Wakefulness
41,5686,5810,124,1,Fatigue1
41,5810,5845,35,0,Wakefulness
41,5845,5868,23,1,Fatigue1
41,5868,5906,38,0,Wakefulness
41,5906,6052,146,1,Fatigue1
41,6052,6181,129,0,Wakefulness
41,6181,6224,43,1,Fatigue1
41,6224,7045,821,0,Wakefulness
41,7045,7098,53,1,Fatigue1
41,7098,7314,216,0,Wakefulness
41,7314,7531,217,2,Fatigue2
42,0,5374,5374,0,Wakefulness
43,0,1930,1930,0,Wakefulness
43,1930,2049,119,1,Fatigue1
43,2049,2135,86,0,Wakefulness
43,2135,2773,638,1,Fatigue1
43,2773,2866,93,0,Wakefulness
43,2866,3116,250,1,Fatigue1
43,3116,3210,94,2,Fatigue2
43,3210,3418,208,1,Fatigue1
43,3418,3532,114,0,Wakefulness
43,3532,3661,129,1,Fatigue1
43,3661,3757,96,2,Fatigue2
43,3757,3810,53,1,Fatigue1
43,3810,3898,88,2,Fatigue2
43,3898,3921,23,1,Fatigue1
43,3921,4004,83,0,Wakefulness
43,4004,4227,223,1,Fatigue1
43,4227,4289,62,2,Fatigue2
43,4289,4470,181,1,Fatigue1
43,4470,4888,418,0,Wakefulness
43,4888,5038,150,1,Fatigue1
43,5038,5115,77,2,Fatigue2
43,5115,6156,1041,0,Wakefulness
43,6156,6213,57,1,Fatigue1
43,6213,6351,138,0,Wakefulness
43,6351,6366,15,1,Fatigue1
43,6366,6540,174,0,Wakefulness
43,6540,6631,91,1,Fatigue1
43,6631,6900,269,0,Wakefulness
43,6900,6930,30,1,Fatigue1
43,6930,6977,47,0,Wakefulness
43,6977,7010,33,1,Fatigue1
43,7010,7048,38,0,Wakefulness
43,7048,7097,49,2,Fatigue2
43,7097,7149,52,1,Fatigue1
43,7149,7238,89,0,Wakefulness
43,7238,7320,82,1,Fatigue1
43,7320,7502,182,2,Fatigue2
44,0,2066,2066,0,Wakefulness
44,2066,2098,32,1,Fatigue1
44,2098,2217,119,0,Wakefulness
44,2217,2698,481,1,Fatigue1
44,2698,2759,61,2,Fatigue2
44,2759,2982,223,1,Fatigue1
44,2982,4599,1617,0,Wakefulness
44,4599,4627,28,1,Fatigue1
44,4627,4680,53,0,Wakefulness
44,4680,4759,79,1,Fatigue1
44,4759,5398,639,0,Wakefulness
44,5398,5419,21,1,Fatigue1
44,5419,5552,133,0,Wakefulness
44,5552,5630,78,1,Fatigue1
44,5630,5687,57,0,Wakefulness
44,5687,5701,14,1,Fatigue1
44,5701,5760,59,0,Wakefulness
44,5760,5824,64,1,Fatigue1
44,5824,5846,22,0,Wakefulness
44,5846,6008,162,1,Fatigue1
44,6008,6059,51,0,Wakefulness
44,6059,6090,31,1,Fatigue1
44,6090,6694,604,0,Wakefulness
44,6694,6763,69,1,Fatigue1
44,6763,7326,563,0,Wakefulness
44,7326,7532,206,2,Fatigue2
45,0,837,837,0,Wakefulness
45,837,923,86,1,Fatigue1
45,923,1011,88,0,Wakefulness
45,1011,1025,14,1,Fatigue1
45,1025,1098,73,0,Wakefulness
45,1098,1294,196,1,Fatigue1
45,1294,1366,72,0,Wakefulness
45,1366,1437,71,1,Fatigue1
45,1437,1472,35,9,Severe Artifacts
45,1472,2090,618,0,Wakefulness
45,2090,2159,69,1,Fatigue1
45,2159,2255,96,0,Wakefulness
45,2255,2313,58,1,Fatigue1
45,2313,2350,37,0,Wakefulness
45,2350,2379,29,1,Fatigue1
45,2379,3116,737,0,Wakefulness
45,3116,3181,65,1,Fatigue1
45,3181,3326,145,0,Wakefulness
45,3326,3420,94,1,Fatigue1
45,3420,3527,107,0,Wakefulness
45,3527,3572,45,1,Fatigue1
45,3572,4107,535,0,Wakefulness
45,4107,4169,62,1,Fatigue1
45,4169,4386,217,0,Wakefulness
45,4386,4414,28,1,Fatigue1
45,4414,4796,382,0,Wakefulness
45,4796,4917,121,1,Fatigue1
45,4917,4976,59,0,Wakefulness
45,4976,5367,391,1,Fatigue1
45,5367,5592,225,0,Wakefulness
45,5592,5692,100,1,Fatigue1
45,5692,5781,89,0,Wakefulness
45,5781,5849,68,1,Fatigue1
45,5849,5893,44,3,Fatigue3
45,5893,5968,75,2,Fatigue2
45,5968,6006,38,3,Fatigue3
45,6006,6030,24,1,Fatigue1
45,6030,6127,97,3,Fatigue3
45,6127,6149,22,0,Wakefulness
45,6149,6196,47,3,Fatigue3
45,6196,6238,42,0,Wakefulness
45,6238,6301,63,1,Fatigue1
45,6301,6634,333,0,Wakefulness
45,6634,6749,115,1,Fatigue1
45,6749,6917,168,0,Wakefulness
45,6917,6931,14,1,Fatigue1
45,6931,7002,71,0,Wakefulness
45,7002,7107,105,1,Fatigue1
45,7107,7166,59,0,Wakefulness
45,7166,7197,31,1,Fatigue1
45,7197,7289,92,2,Fatigue2
45,7289,7351,62,3,Fatigue3
45,7351,7394,43,2,Fatigue2
45,7394,7562,168,3,Fatigue3
46,0,824,824,0,Wakefulness
46,824,1017,193,1,Fatigue1
46,1017,1144,127,0,Wakefulness
46,1144,1257,113,1,Fatigue1
46,1257,1321,64,0,Wakefulness
46,1321,1357,36,1,Fatigue1
46,1357,1502,145,0,Wakefulness
46,1502,1621,119,1,Fatigue1
46,1621,1839,218,0,Wakefulness
46,1839,1862,23,1,Fatigue1
46,1862,2006,144,0,Wakefulness
46,2006,2084,78,1,Fatigue1
46,2084,2269,185,0,Wakefulness
46,2269,2282,13,1,Fatigue1
46,2282,2314,32,0,Wakefulness
46,2314,2350,36,1,Fatigue1
46,2350,2433,83,0,Wakefulness
46,2433,2495,62,1,Fatigue1
46,2495,2539,44,0,Wakefulness
46,2539,2699,160,1,Fatigue1
46,2699,2835,136,0,Wakefulness
46,2835,2886,51,1,Fatigue1
46,2886,2950,64,0,Wakefulness
46,2950,3000,50,1,Fatigue1
46,3000,3037,37,0,Wakefulness
46,3037,3155,118,1,Fatigue1
46,3155,3195,40,0,Wakefulness
46,3195,3300,105,1,Fatigue1
46,3300,3357,57,0,Wakefulness
46,3357,3448,91,1,Fatigue1
46,3448,3476,28,0,Wakefulness
46,3476,3508,32,1,Fatigue1
46,3508,4412,904,0,Wakefulness
46,4412,4529,117,1,Fatigue1
46,4529,4562,33,0,Wakefulness
46,4562,4618,56,1,Fatigue1
46,4618,4657,39,0,Wakefulness
46,4657,4774,117,1,Fatigue1
46,4774,4948,174,0,Wakefulness
46,4948,5055,107,1,Fatigue1
46,5055,5731,676,0,Wakefulness
46,5731,5762,31,1,Fatigue1
46,5762,5995,233,0,Wakefulness
46,5995,6037,42,1,Fatigue1
46,6037,6399,362,0,Wakefulness
46,6399,6474,75,1,Fatigue1
46,6474,6567,93,0,Wakefulness
46,6567,6770,203,1,Fatigue1
46,6770,6807,37,0,Wakefulness
46,6807,6958,151,1,Fatigue1
46,6958,7327,369,0,Wakefulness
46,7327,7501,174,2,Fatigue2
47,0,2587,2587,0,Wakefulness
47,2587,5184,2597,9,Severe Artifacts
47,5184,5219,35,1,Fatigue1
47,5219,5307,88,0,Wakefulness
47,5307,5389,82,1,Fatigue1
47,5389,5520,131,0,Wakefulness
47,5520,5550,30,1,Fatigue1
47,5550,5555,5,0,Wakefulness
47,5555,5871,316,9,Severe Artifacts
47,5871,5906,35,1,Fatigue1
47,5906,6497,591,0,Wakefulness
47,6497,6576,79,1,Fatigue1
47,6576,6940,364,0,Wakefulness
47,6940,7327,387,9,Severe Artifacts
47,7327,7503,176,2,Fatigue2
48,0,1454,1454,0,Wakefulness
48,1454,1475,21,1,Fatigue1
48,1475,2345,870,0,Wakefulness
48,2345,2357,12,1,Fatigue1
48,2357,2744,387,0,Wakefulness
48,2744,2803,59,1,Fatigue1
48,2803,2925,122,0,Wakefulness
48,2925,2962,37,1,Fatigue1
48,2962,3027,65,0,Wakefulness
48,3027,3111,84,1,Fatigue1
48,3111,3150,39,0,Wakefulness
48,3150,3170,20,1,Fatigue1
48,3170,3314,144,0,Wakefulness
48,3314,3472,158,1,Fatigue1
48,3472,3495,23,0,Wakefulness
48,3495,3593,98,1,Fatigue1
48,3593,3706,113,0,Wakefulness
48,3706,3773,67,1,Fatigue1
48,3773,4066,293,0,Wakefulness
48,4066,4235,169,1,Fatigue1
48,4235,4356,121,0,Wakefulness
48,4356,4473,117,1,Fatigue1
48,4473,4680,207,0,Wakefulness
48,4680,4727,47,1,Fatigue1
48,4727,5115,388,0,Wakefulness
48,5115,5178,63,1,Fatigue1
48,5178,5329,151,0,Wakefulness
48,5329,5357,28,1,Fatigue1
48,5357,5429,72,0,Wakefulness
48,5429,5449,20,1,Fatigue1
48,5449,5500,51,0,Wakefulness
48,5500,5539,39,1,Fatigue1
48,5539,5625,86,0,Wakefulness
48,5625,5776,151,1,Fatigue1
48,5776,5887,111,0,Wakefulness
48,5887,5907,20,1,Fatigue1
48,5907,6005,98,0,Wakefulness
48,6005,6046,41,1,Fatigue1
48,6046,6136,90,0,Wakefulness
48,6136,6158,22,1,Fatigue1
48,6158,6284,126,0,Wakefulness
48,6284,6337,53,1,Fatigue1
48,6337,6393,56,0,Wakefulness
48,6393,6527,134,1,Fatigue1
48,6527,7292,765,0,Wakefulness
48,7292,7337,45,1,Fatigue1
48,7337,7548,211,2,Fatigue2
49,0,7342,7342,0,Wakefulness
50,0,354,354,0,Wakefulness
50,354,378,24,1,Fatigue1
50,378,2335,1957,0,Wakefulness
50,2335,2350,15,1,Fatigue1
50,2350,2987,637,0,Wakefulness
50,2987,3008,21,1,Fatigue1
50,3008,5627,2619,0,Wakefulness
50,5627,5687,60,1,Fatigue1
50,5687,5865,178,0,Wakefulness
50,5865,5885,20,1,Fatigue1
50,5885,5922,37,0,Wakefulness
50,5922,6039,117,1,Fatigue1
50,6039,6681,642,0,Wakefulness
50,6681,7259,578,1,Fatigue1
50,7259,7652,393,0,Wakefulness
50,7652,7830,178,2,Fatigue2
